id,explanation_reporting,explanation_legal,explanation_stlt,explanation_norm,explanation_harm,explanation_kant,explanation_main,ethical_reporting,ethical_legal,ethical_stlt,ethical_norm,ethical_harm,ethical_kant,ethical_main,type,survey,current_policy_ethic,new_policy_ethic,current_policy_lying,new_policy_lying,current_policy_deceptive,new_policy_deceptive,current_policy_dishonest,new_policy_dishonest,current_policy_untruthful,new_policy_untruthful,recommend_new_policy,board_vote,age,race,race_other,gender,gender_other,study,gpa,risk_tolerance,political_affiliation,political_affiliation_other,cheating_answer,score_self_reported,score_true,score_20,score_20_truthful,male,business_econ,under_represented,cheating,misreporting,trust,model,temperature
39,0.0,1.0,1.0,0.0,1.0,0.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
48,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
26,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,3,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
33,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
42,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
57,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
34,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
21,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,4,2,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
50,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
45,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
58,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,3,5,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
29,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,3,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
59,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
28,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
20,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
35,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,overreporting,3,4,2,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
44,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
51,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,3,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
32,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
27,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
56,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
43,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
2,0.0,1.0,1.0,1.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
95,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,3,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
80,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
88,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,3,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
13,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
62,0.0,1.0,1.0,1.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
77,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
78,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
87,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
92,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
5,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
14,0.0,1.0,1.0,0.0,1.0,0.0,B,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,3,4,3,1,4,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
70,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,3,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
65,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
15,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
64,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
71,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
79,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
4,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
93,0.0,1.0,1.0,0.0,0.0,0.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
86,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
12,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
89,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
76,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
63,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
81,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,overreporting,3,5,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
94,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,4,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
3,0.0,1.0,1.0,0.0,1.0,1.0,C,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
74,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,overreporting,3,4,4,1,3,1,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
61,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
9,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
10,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
18,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
1,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
83,0.0,1.0,1.0,0.0,1.0,0.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
96,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,3,4,3,1,3,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
69,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,3,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
66,0.0,0.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
73,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
17,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,3,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
99,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,4,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
91,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
84,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
6,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,2,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
100,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
7,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
85,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
90,0.0,1.0,1.0,0.0,1.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
72,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
67,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,3,1,4,1,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
98,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,overreporting,1,5,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
16,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,3,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
97,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,3,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
82,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,overreporting,3,4,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
19,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
68,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
60,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
75,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
11,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,overreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
8,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,overreporting,2,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
65,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,3,1,4,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
70,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,5,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
14,0.0,1.0,1.0,0.0,1.0,1.0,C,0.0,1.0,1.0,0.0,1.0,1.0,F,llm,underreporting,2,4,3,1,4,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
92,0.0,1.0,0.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,2,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
87,0.0,1.0,0.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,2,1,3,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
78,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
77,0.0,1.0,1.0,0.0,1.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
62,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,3,1,3,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
13,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
88,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
80,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,0.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,3,1,4,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
95,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
94,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,4,3,1,3,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
81,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
63,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,3,1,4,2,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
76,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
89,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
12,0.0,1.0,1.0,0.0,1.0,1.0,C,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
86,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
93,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,1.0,0.0,1.0,F,llm,underreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
79,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,0.0,1.0,0.0,1.0,1.0,F,llm,underreporting,3,5,3,1,4,1,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
71,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,3,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
64,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,3,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
15,0.0,1.0,1.0,0.0,1.0,1.0,F,0.0,0.0,0.0,1.0,0.0,1.0,F,llm,underreporting,3,5,2,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
84,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,2,4,4,1,4,2,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
91,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,0.0,0.0,1.0,1.0,F,llm,underreporting,3,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
99,0.0,1.0,0.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
17,0.0,1.0,1.0,0.0,0.0,1.0,B,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,4,3,1,4,1,3,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
73,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,2,4,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
66,0.0,1.0,1.0,0.0,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,1.0,F,llm,underreporting,3,5,3,1,3,1,3,1,3,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
69,0.0,1.0,1.0,0.0,0.0,1.0,C,0.0,1.0,1.0,0.0,0.0,1.0,F,llm,underreporting,3,5,4,1,4,1,4,1,4,1,Yes,In Favor,,,,,,,,,,,,,,,,,,,,,,gpt-4o,
